docdb_family_id,application_number,appln_auth,auth_family,priority_auth,appln_filing_year,appln_nr_epodoc,appln_nr_original,docdb_family_size,receiving_office,nb_applicants_x,nb_inventors_x,granted,main_ipc_group,sector,field,nb_applicants_y,nb_inventors_y,person_ctry_code,person_name,person_id,doc_std_name_id,psn_sector,applt_seq_nr,invt_seq_nr,role
49118519,WO2013068508W ,WO,"AU, CA, DK, EP, ES, LT, PL, PT, US, WO",GB,2013,"WO2013EP68508, WO2013EP68515, EP20130759192, EP20130760029, CA20132883893, CA20132884136, AU20130311565, AU20130311572, US201314426283, US201314426303, DK20130759192T, ES20130759192T, PL20130759192T, DK20130760029T, LT20130760029T, PT20130759192T, ES20130760029T, US202016933481, US202318207868","EP2013/068508, EP2013/068515, 13759192, 13760029, 2883893, 2884136, 2013311565, 2013311572, 14426283, 14426303, EP13760029, nan, 16933481, 18207868",19,EP,1,2,N,A61B   5,Instruments,Medical technology,1,2,NO,"NORDGÃ…RD, StÃ¥le",55777194,22625092,,0,2,Inventor
49118519,WO2013068508W ,WO,"AU, CA, DK, EP, ES, LT, PL, PT, US, WO",GB,2013,"WO2013EP68508, WO2013EP68515, EP20130759192, EP20130760029, CA20132883893, CA20132884136, AU20130311565, AU20130311572, US201314426283, US201314426303, DK20130759192T, ES20130759192T, PL20130759192T, DK20130760029T, LT20130760029T, PT20130759192T, ES20130760029T, US202016933481, US202318207868","EP2013/068508, EP2013/068515, 13759192, 13760029, 2883893, 2884136, 2013311565, 2013311572, 14426283, 14426303, EP13760029, nan, 16933481, 18207868",19,EP,1,2,N,A61B   5,Instruments,Medical technology,1,2,  ,"NORDGARD, STALE",50424275,22700342,,0,2,Inventor
49118519,WO2013068508W ,WO,"AU, CA, DK, EP, ES, LT, PL, PT, US, WO",GB,2013,"WO2013EP68508, WO2013EP68515, EP20130759192, EP20130760029, CA20132883893, CA20132884136, AU20130311565, AU20130311572, US201314426283, US201314426303, DK20130759192T, ES20130759192T, PL20130759192T, DK20130760029T, LT20130760029T, PT20130759192T, ES20130760029T, US202016933481, US202318207868","EP2013/068508, EP2013/068515, 13759192, 13760029, 2883893, 2884136, 2013311565, 2013311572, 14426283, 14426303, EP13760029, nan, 16933481, 18207868",19,EP,1,2,N,A61B   5,Instruments,Medical technology,1,2,NO,Norwegian University of Science and Technology (NTNU),56590566,23173529,UNIVERSITY,1,0,Applicant
49118519,WO2013068508W ,WO,"AU, CA, DK, EP, ES, LT, PL, PT, US, WO",GB,2013,"WO2013EP68508, WO2013EP68515, EP20130759192, EP20130760029, CA20132883893, CA20132884136, AU20130311565, AU20130311572, US201314426283, US201314426303, DK20130759192T, ES20130759192T, PL20130759192T, DK20130760029T, LT20130760029T, PT20130759192T, ES20130760029T, US202016933481, US202318207868","EP2013/068508, EP2013/068515, 13759192, 13760029, 2883893, 2884136, 2013311565, 2013311572, 14426283, 14426303, EP13760029, nan, 16933481, 18207868",19,EP,1,2,N,A61B   5,Instruments,Medical technology,1,2,NO,"NORDGÃ…RD, StÃ¥le",64264013,22625092,,0,2,Inventor
49118519,WO2013068508W ,WO,"AU, CA, DK, EP, ES, LT, PL, PT, US, WO",GB,2013,"WO2013EP68508, WO2013EP68515, EP20130759192, EP20130760029, CA20132883893, CA20132884136, AU20130311565, AU20130311572, US201314426283, US201314426303, DK20130759192T, ES20130759192T, PL20130759192T, DK20130760029T, LT20130760029T, PT20130759192T, ES20130760029T, US202016933481, US202318207868","EP2013/068508, EP2013/068515, 13759192, 13760029, 2883893, 2884136, 2013311565, 2013311572, 14426283, 14426303, EP13760029, nan, 16933481, 18207868",19,EP,1,2,N,A61B   5,Instruments,Medical technology,1,2,  ,"NORDGÃ…RD, StÃ¥le",70678463,22625092,,0,2,Inventor
49118519,WO2013068508W ,WO,"AU, CA, DK, EP, ES, LT, PL, PT, US, WO",GB,2013,"WO2013EP68508, WO2013EP68515, EP20130759192, EP20130760029, CA20132883893, CA20132884136, AU20130311565, AU20130311572, US201314426283, US201314426303, DK20130759192T, ES20130759192T, PL20130759192T, DK20130760029T, LT20130760029T, PT20130759192T, ES20130760029T, US202016933481, US202318207868","EP2013/068508, EP2013/068515, 13759192, 13760029, 2883893, 2884136, 2013311565, 2013311572, 14426283, 14426303, EP13760029, nan, 16933481, 18207868",19,EP,1,2,N,A61B   5,Instruments,Medical technology,1,2,NO,Norwegian University of Science and Technology (NTNU),71945953,21243880,UNIVERSITY,1,0,Applicant
49118519,WO2013068508W ,WO,"AU, CA, DK, EP, ES, LT, PL, PT, US, WO",GB,2013,"WO2013EP68508, WO2013EP68515, EP20130759192, EP20130760029, CA20132883893, CA20132884136, AU20130311565, AU20130311572, US201314426283, US201314426303, DK20130759192T, ES20130759192T, PL20130759192T, DK20130760029T, LT20130760029T, PT20130759192T, ES20130760029T, US202016933481, US202318207868","EP2013/068508, EP2013/068515, 13759192, 13760029, 2883893, 2884136, 2013311565, 2013311572, 14426283, 14426303, EP13760029, nan, 16933481, 18207868",19,EP,1,2,N,A61B   5,Instruments,Medical technology,1,2,NO,STÃ…LE NORDGÃ…RD,73895579,32193553,,0,2,Inventor
49118519,WO2013068508W ,WO,"AU, CA, DK, EP, ES, LT, PL, PT, US, WO",GB,2013,"WO2013EP68508, WO2013EP68515, EP20130759192, EP20130760029, CA20132883893, CA20132884136, AU20130311565, AU20130311572, US201314426283, US201314426303, DK20130759192T, ES20130759192T, PL20130759192T, DK20130760029T, LT20130760029T, PT20130759192T, ES20130760029T, US202016933481, US202318207868","EP2013/068508, EP2013/068515, 13759192, 13760029, 2883893, 2884136, 2013311565, 2013311572, 14426283, 14426303, EP13760029, nan, 16933481, 18207868",19,EP,1,2,N,A61B   5,Instruments,Medical technology,1,2,NO,DANIEL FOSSUM BRATBAK,74314858,32757266,,0,1,Inventor
51354389,EP14751341A ,EP,"AU, BR, DK, EP, NO, US, WO",NO,2014,"EP20140751341, WO2014NO50021, NO20130000267, AU20140216810, US201414768731, BR20151119191, US202017115542, DK20140751341T","14751341, NO2014/050021, 20130267, 2014216810, 14768731, 112015019191, 17115542",8,  ,1,2,Y,C02F   1,Chemistry,Environmental technology,1,2,NO,"PINCHIN, DAVID",33891847,1088088,INDIVIDUAL,0,2,Inventor
51354389,EP14751341A ,EP,"AU, BR, DK, EP, NO, US, WO",NO,2014,"EP20140751341, WO2014NO50021, NO20130000267, AU20140216810, US201414768731, BR20151119191, US202017115542, DK20140751341T","14751341, NO2014/050021, 20130267, 2014216810, 14768731, 112015019191, 17115542",8,  ,1,2,Y,C02F   1,Chemistry,Environmental technology,1,2,NO,PINCHIN DAVID,33878011,1088088,,0,1,Inventor
51354389,EP14751341A ,EP,"AU, BR, DK, EP, NO, US, WO",NO,2014,"EP20140751341, WO2014NO50021, NO20130000267, AU20140216810, US201414768731, BR20151119191, US202017115542, DK20140751341T","14751341, NO2014/050021, 20130267, 2014216810, 14768731, 112015019191, 17115542",8,  ,1,2,Y,C02F   1,Chemistry,Environmental technology,1,2,NO,"LUNDE, HELGE",33833655,531880,INDIVIDUAL,0,1,Inventor
51354389,EP14751341A ,EP,"AU, BR, DK, EP, NO, US, WO",NO,2014,"EP20140751341, WO2014NO50021, NO20130000267, AU20140216810, US201414768731, BR20151119191, US202017115542, DK20140751341T","14751341, NO2014/050021, 20130267, 2014216810, 14768731, 112015019191, 17115542",8,  ,1,2,Y,C02F   1,Chemistry,Environmental technology,1,2,NO,SEABOX AS,43422643,18659432,COMPANY,1,0,Applicant
51354389,EP14751341A ,EP,"AU, BR, DK, EP, NO, US, WO",NO,2014,"EP20140751341, WO2014NO50021, NO20130000267, AU20140216810, US201414768731, BR20151119191, US202017115542, DK20140751341T","14751341, NO2014/050021, 20130267, 2014216810, 14768731, 112015019191, 17115542",8,  ,1,2,Y,C02F   1,Chemistry,Environmental technology,1,2,NO,SEABOX AS,53150470,18659432,COMPANY,1,0,Applicant
51354389,EP14751341A ,EP,"AU, BR, DK, EP, NO, US, WO",NO,2014,"EP20140751341, WO2014NO50021, NO20130000267, AU20140216810, US201414768731, BR20151119191, US202017115542, DK20140751341T","14751341, NO2014/050021, 20130267, 2014216810, 14768731, 112015019191, 17115542",8,  ,1,2,Y,C02F   1,Chemistry,Environmental technology,1,2,NO,LUNDE HELGE,33881584,531880,,0,2,Inventor
51354389,EP14751341A ,EP,"AU, BR, DK, EP, NO, US, WO",NO,2014,"EP20140751341, WO2014NO50021, NO20130000267, AU20140216810, US201414768731, BR20151119191, US202017115542, DK20140751341T","14751341, NO2014/050021, 20130267, 2014216810, 14768731, 112015019191, 17115542",8,  ,1,2,Y,C02F   1,Chemistry,Environmental technology,1,2,NO,"Pinchin, David",10768978,1088088,INDIVIDUAL,0,1,Inventor
51354389,EP14751341A ,EP,"AU, BR, DK, EP, NO, US, WO",NO,2014,"EP20140751341, WO2014NO50021, NO20130000267, AU20140216810, US201414768731, BR20151119191, US202017115542, DK20140751341T","14751341, NO2014/050021, 20130267, 2014216810, 14768731, 112015019191, 17115542",8,  ,1,2,Y,C02F   1,Chemistry,Environmental technology,1,2,NO,Seabox AS,45289116,1088088,COMPANY,1,0,Applicant
51354389,EP14751341A ,EP,"AU, BR, DK, EP, NO, US, WO",NO,2014,"EP20140751341, WO2014NO50021, NO20130000267, AU20140216810, US201414768731, BR20151119191, US202017115542, DK20140751341T","14751341, NO2014/050021, 20130267, 2014216810, 14768731, 112015019191, 17115542",8,  ,1,2,Y,C02F   1,Chemistry,Environmental technology,1,2,NO,"LUNDE, Heldge",51437939,1088088,,0,2,Inventor
51354389,EP14751341A ,EP,"AU, BR, DK, EP, NO, US, WO",NO,2014,"EP20140751341, WO2014NO50021, NO20130000267, AU20140216810, US201414768731, BR20151119191, US202017115542, DK20140751341T","14751341, NO2014/050021, 20130267, 2014216810, 14768731, 112015019191, 17115542",8,  ,1,2,Y,C02F   1,Chemistry,Environmental technology,1,2,NO,PINCHIN DAVID,33878011,1088088,,0,2,Inventor
51354389,EP14751341A ,EP,"AU, BR, DK, EP, NO, US, WO",NO,2014,"EP20140751341, WO2014NO50021, NO20130000267, AU20140216810, US201414768731, BR20151119191, US202017115542, DK20140751341T","14751341, NO2014/050021, 20130267, 2014216810, 14768731, 112015019191, 17115542",8,  ,1,2,Y,C02F   1,Chemistry,Environmental technology,1,2,NO,LUNDE HELGE,33881584,531880,,0,1,Inventor
51354389,EP14751341A ,EP,"AU, BR, DK, EP, NO, US, WO",NO,2014,"EP20140751341, WO2014NO50021, NO20130000267, AU20140216810, US201414768731, BR20151119191, US202017115542, DK20140751341T","14751341, NO2014/050021, 20130267, 2014216810, 14768731, 112015019191, 17115542",8,  ,1,2,Y,C02F   1,Chemistry,Environmental technology,1,2,US,"GRANT PRIDECO, INC.",15401532,550255,COMPANY,1,0,Applicant
51354389,EP14751341A ,EP,"AU, BR, DK, EP, NO, US, WO",NO,2014,"EP20140751341, WO2014NO50021, NO20130000267, AU20140216810, US201414768731, BR20151119191, US202017115542, DK20140751341T","14751341, NO2014/050021, 20130267, 2014216810, 14768731, 112015019191, 17115542",8,  ,1,2,Y,C02F   1,Chemistry,Environmental technology,1,2,  ,"LUNDE, HELGE",44705461,531880,,0,1,Inventor
51354389,EP14751341A ,EP,"AU, BR, DK, EP, NO, US, WO",NO,2014,"EP20140751341, WO2014NO50021, NO20130000267, AU20140216810, US201414768731, BR20151119191, US202017115542, DK20140751341T","14751341, NO2014/050021, 20130267, 2014216810, 14768731, 112015019191, 17115542",8,  ,1,2,Y,C02F   1,Chemistry,Environmental technology,1,2,  ,"PINCHIN, DAVID",44705462,1088088,,0,2,Inventor
51354389,EP14751341A ,EP,"AU, BR, DK, EP, NO, US, WO",NO,2014,"EP20140751341, WO2014NO50021, NO20130000267, AU20140216810, US201414768731, BR20151119191, US202017115542, DK20140751341T","14751341, NO2014/050021, 20130267, 2014216810, 14768731, 112015019191, 17115542",8,  ,1,2,Y,C02F   1,Chemistry,Environmental technology,1,2,NO,SEABOX AS,49849734,18659432,COMPANY,1,0,Applicant
51354389,EP14751341A ,EP,"AU, BR, DK, EP, NO, US, WO",NO,2014,"EP20140751341, WO2014NO50021, NO20130000267, AU20140216810, US201414768731, BR20151119191, US202017115542, DK20140751341T","14751341, NO2014/050021, 20130267, 2014216810, 14768731, 112015019191, 17115542",8,  ,1,2,Y,C02F   1,Chemistry,Environmental technology,1,2,NO,"LUNDE, Helge",85807306,531880,UNKNOWN,0,1,Inventor
51354389,EP14751341A ,EP,"AU, BR, DK, EP, NO, US, WO",NO,2014,"EP20140751341, WO2014NO50021, NO20130000267, AU20140216810, US201414768731, BR20151119191, US202017115542, DK20140751341T","14751341, NO2014/050021, 20130267, 2014216810, 14768731, 112015019191, 17115542",8,  ,1,2,Y,C02F   1,Chemistry,Environmental technology,1,2,NO,"PINCHIN, David",85900893,1088088,UNKNOWN,0,2,Inventor
51354389,EP14751341A ,EP,"AU, BR, DK, EP, NO, US, WO",NO,2014,"EP20140751341, WO2014NO50021, NO20130000267, AU20140216810, US201414768731, BR20151119191, US202017115542, DK20140751341T","14751341, NO2014/050021, 20130267, 2014216810, 14768731, 112015019191, 17115542",8,  ,1,2,Y,C02F   1,Chemistry,Environmental technology,1,2,NO,"Pinchin, David",10768978,1088088,INDIVIDUAL,0,2,Inventor
51354389,EP14751341A ,EP,"AU, BR, DK, EP, NO, US, WO",NO,2014,"EP20140751341, WO2014NO50021, NO20130000267, AU20140216810, US201414768731, BR20151119191, US202017115542, DK20140751341T","14751341, NO2014/050021, 20130267, 2014216810, 14768731, 112015019191, 17115542",8,  ,1,2,Y,C02F   1,Chemistry,Environmental technology,1,2,NO,"Lunde, Helge",11206528,531880,INDIVIDUAL,0,1,Inventor
51354389,EP14751341A ,EP,"AU, BR, DK, EP, NO, US, WO",NO,2014,"EP20140751341, WO2014NO50021, NO20130000267, AU20140216810, US201414768731, BR20151119191, US202017115542, DK20140751341T","14751341, NO2014/050021, 20130267, 2014216810, 14768731, 112015019191, 17115542",8,  ,1,2,Y,C02F   1,Chemistry,Environmental technology,1,2,US,"GRANT PRIDECO, INC.",83615124,550255,UNKNOWN,1,0,Applicant
51383629,EP14181745A ,EP,"EP, US",US,2014,"EP20140181745, US201313973699, US202016791325","14181745, 13973699, 16791325",3,  ,3,1,N,E21B  33,Other fields,Civil engineering,1,1,US,Schlumberger Technology Corporation,5212098,62488,COMPANY,1,0,Applicant
51383629,EP14181745A ,EP,"EP, US",US,2014,"EP20140181745, US201313973699, US202016791325","14181745, 13973699, 16791325",3,  ,3,1,N,E21B  33,Other fields,Civil engineering,1,1,NO,"Molstre, Oystein",49962642,22624825,,0,1,Inventor
51383629,EP14181745A ,EP,"EP, US",US,2014,"EP20140181745, US201313973699, US202016791325","14181745, 13973699, 16791325",3,  ,3,1,N,E21B  33,Other fields,Civil engineering,3,1,VG,Schlumberger Holdings Limited,4722688,3743,COMPANY,2,0,Applicant
51383629,EP14181745A ,EP,"EP, US",US,2014,"EP20140181745, US201313973699, US202016791325","14181745, 13973699, 16791325",3,  ,3,1,N,E21B  33,Other fields,Civil engineering,3,1,NO,"Molstre, Oystein",49381759,22624825,,0,1,Inventor
51383629,EP14181745A ,EP,"EP, US",US,2014,"EP20140181745, US201313973699, US202016791325","14181745, 13973699, 16791325",3,  ,3,1,N,E21B  33,Other fields,Civil engineering,3,1,FR,Services Petroliers Schlumberger,43056,3741,COMPANY,1,0,Applicant
51383629,EP14181745A ,EP,"EP, US",US,2014,"EP20140181745, US201313973699, US202016791325","14181745, 13973699, 16791325",3,  ,3,1,N,E21B  33,Other fields,Civil engineering,3,1,NL,SCHLUMBERGER TECHNOLOGY B.V.,161756,3742,COMPANY,3,0,Applicant
53373417,WO2015061736W ,WO,"AU, CA, CN, EP, HK, JP, KR, US, WO",US,2015,"WO2015EP61736, EP20150727920, KR20157020940, CN20158001435, JP20160524850, AU20150265954, CA20152950021, US201515309381, JP20170088293, CN201710794457, KR20187007061, HK20180110219, US202016892763, KR20217010677, KR20227015470","EP2015/061736, 15727920, 1020157020940, 2015800014350, 2016524850, 2015265954, 2950021, 15309381, 2017088293, 201710794457, 1020187007061, 18110219, 16892763, 1020217010677, 1020227015470",15,EP,1,3,N,A61F   2,Instruments,Medical technology,1,3,NO,"HISDAL, Jonny",54529448,23154904,,0,3,Inventor
53373417,WO2015061736W ,WO,"AU, CA, CN, EP, HK, JP, KR, US, WO",US,2015,"WO2015EP61736, EP20150727920, KR20157020940, CN20158001435, JP20160524850, AU20150265954, CA20152950021, US201515309381, JP20170088293, CN201710794457, KR20187007061, HK20180110219, US202016892763, KR20217010677, KR20227015470","EP2015/061736, 15727920, 1020157020940, 2015800014350, 2016524850, 2015265954, 2950021, 15309381, 2017088293, 201710794457, 1020187007061, 18110219, 16892763, 1020217010677, 1020227015470",15,EP,1,3,N,A61F   2,Instruments,Medical technology,1,3,NO,"ROSALES, Antonio",54561986,3691633,,0,2,Inventor
53373417,WO2015061736W ,WO,"AU, CA, CN, EP, HK, JP, KR, US, WO",US,2015,"WO2015EP61736, EP20150727920, KR20157020940, CN20158001435, JP20160524850, AU20150265954, CA20152950021, US201515309381, JP20170088293, CN201710794457, KR20187007061, HK20180110219, US202016892763, KR20217010677, KR20227015470","EP2015/061736, 15727920, 1020157020940, 2015800014350, 2016524850, 2015265954, 2950021, 15309381, 2017088293, 201710794457, 1020187007061, 18110219, 16892763, 1020217010677, 1020227015470",15,EP,1,3,N,A61F   2,Instruments,Medical technology,1,3,SE,"SUMITRAN-HOLGERSSON, Suchitra",54621395,826473,,0,1,Inventor
53373417,WO2015061736W ,WO,"AU, CA, CN, EP, HK, JP, KR, US, WO",US,2015,"WO2015EP61736, EP20150727920, KR20157020940, CN20158001435, JP20160524850, AU20150265954, CA20152950021, US201515309381, JP20170088293, CN201710794457, KR20187007061, HK20180110219, US202016892763, KR20217010677, KR20227015470","EP2015/061736, 15727920, 1020157020940, 2015800014350, 2016524850, 2015265954, 2950021, 15309381, 2017088293, 201710794457, 1020187007061, 18110219, 16892763, 1020217010677, 1020227015470",15,EP,1,3,N,A61F   2,Instruments,Medical technology,1,3,SE,Novahep AB,48195493,980976,COMPANY,1,0,Applicant
53373417,WO2015061736W ,WO,"AU, CA, CN, EP, HK, JP, KR, US, WO",US,2015,"WO2015EP61736, EP20150727920, KR20157020940, CN20158001435, JP20160524850, AU20150265954, CA20152950021, US201515309381, JP20170088293, CN201710794457, KR20187007061, HK20180110219, US202016892763, KR20217010677, KR20227015470","EP2015/061736, 15727920, 1020157020940, 2015800014350, 2016524850, 2015265954, 2950021, 15309381, 2017088293, 201710794457, 1020187007061, 18110219, 16892763, 1020217010677, 1020227015470",15,EP,1,3,N,A61F   2,Instruments,Medical technology,2,6,  ,NOVAHEP AB,14993757,980976,COMPANY,1,0,Applicant
53373417,WO2015061736W ,WO,"AU, CA, CN, EP, HK, JP, KR, US, WO",US,2015,"WO2015EP61736, EP20150727920, KR20157020940, CN20158001435, JP20160524850, AU20150265954, CA20152950021, US201515309381, JP20170088293, CN201710794457, KR20187007061, HK20180110219, US202016892763, KR20217010677, KR20227015470","EP2015/061736, 15727920, 1020157020940, 2015800014350, 2016524850, 2015265954, 2950021, 15309381, 2017088293, 201710794457, 1020187007061, 18110219, 16892763, 1020217010677, 1020227015470",15,EP,1,3,N,A61F   2,Instruments,Medical technology,1,3,SE,"SUMITRAN-HOLGERSSON, SUCHITRA",16816435,826473,INDIVIDUAL,0,1,Inventor
53373417,WO2015061736W ,WO,"AU, CA, CN, EP, HK, JP, KR, US, WO",US,2015,"WO2015EP61736, EP20150727920, KR20157020940, CN20158001435, JP20160524850, AU20150265954, CA20152950021, US201515309381, JP20170088293, CN201710794457, KR20187007061, HK20180110219, US202016892763, KR20217010677, KR20227015470","EP2015/061736, 15727920, 1020157020940, 2015800014350, 2016524850, 2015265954, 2950021, 15309381, 2017088293, 201710794457, 1020187007061, 18110219, 16892763, 1020217010677, 1020227015470",15,EP,1,3,N,A61F   2,Instruments,Medical technology,1,3,SE,NOVAHEP AB,16890459,980976,COMPANY,1,0,Applicant
53373417,WO2015061736W ,WO,"AU, CA, CN, EP, HK, JP, KR, US, WO",US,2015,"WO2015EP61736, EP20150727920, KR20157020940, CN20158001435, JP20160524850, AU20150265954, CA20152950021, US201515309381, JP20170088293, CN201710794457, KR20187007061, HK20180110219, US202016892763, KR20217010677, KR20227015470","EP2015/061736, 15727920, 1020157020940, 2015800014350, 2016524850, 2015265954, 2950021, 15309381, 2017088293, 201710794457, 1020187007061, 18110219, 16892763, 1020217010677, 1020227015470",15,EP,1,3,N,A61F   2,Instruments,Medical technology,2,6,  ,"SUMITRAN-HOLGERSSON, SUCHITRA",33997982,826473,,0,1,Inventor
53373417,WO2015061736W ,WO,"AU, CA, CN, EP, HK, JP, KR, US, WO",US,2015,"WO2015EP61736, EP20150727920, KR20157020940, CN20158001435, JP20160524850, AU20150265954, CA20152950021, US201515309381, JP20170088293, CN201710794457, KR20187007061, HK20180110219, US202016892763, KR20217010677, KR20227015470","EP2015/061736, 15727920, 1020157020940, 2015800014350, 2016524850, 2015265954, 2950021, 15309381, 2017088293, 201710794457, 1020187007061, 18110219, 16892763, 1020217010677, 1020227015470",15,EP,1,3,N,A61F   2,Instruments,Medical technology,1,3,NO,"ROSALES, ANTONIO",51981478,3691633,,0,2,Inventor
53373417,WO2015061736W ,WO,"AU, CA, CN, EP, HK, JP, KR, US, WO",US,2015,"WO2015EP61736, EP20150727920, KR20157020940, CN20158001435, JP20160524850, AU20150265954, CA20152950021, US201515309381, JP20170088293, CN201710794457, KR20187007061, HK20180110219, US202016892763, KR20217010677, KR20227015470","EP2015/061736, 15727920, 1020157020940, 2015800014350, 2016524850, 2015265954, 2950021, 15309381, 2017088293, 201710794457, 1020187007061, 18110219, 16892763, 1020217010677, 1020227015470",15,EP,1,3,N,A61F   2,Instruments,Medical technology,1,3,NO,"HISDAL, JONNY",52028646,23154904,,0,3,Inventor
53373417,WO2015061736W ,WO,"AU, CA, CN, EP, HK, JP, KR, US, WO",US,2015,"WO2015EP61736, EP20150727920, KR20157020940, CN20158001435, JP20160524850, AU20150265954, CA20152950021, US201515309381, JP20170088293, CN201710794457, KR20187007061, HK20180110219, US202016892763, KR20217010677, KR20227015470","EP2015/061736, 15727920, 1020157020940, 2015800014350, 2016524850, 2015265954, 2950021, 15309381, 2017088293, 201710794457, 1020187007061, 18110219, 16892763, 1020217010677, 1020227015470",15,EP,1,3,N,A61F   2,Instruments,Medical technology,2,6,  ,"Hisdal, Jonny",53766758,33271110,,0,5,Inventor
53373417,WO2015061736W ,WO,"AU, CA, CN, EP, HK, JP, KR, US, WO",US,2015,"WO2015EP61736, EP20150727920, KR20157020940, CN20158001435, JP20160524850, AU20150265954, CA20152950021, US201515309381, JP20170088293, CN201710794457, KR20187007061, HK20180110219, US202016892763, KR20217010677, KR20227015470","EP2015/061736, 15727920, 1020157020940, 2015800014350, 2016524850, 2015265954, 2950021, 15309381, 2017088293, 201710794457, 1020187007061, 18110219, 16892763, 1020217010677, 1020227015470",15,EP,1,3,N,A61F   2,Instruments,Medical technology,2,6,  ,Aâ€§ç¾…è–©èŠæ–¯,74888984,34037423,,0,4,Inventor
53373417,WO2015061736W ,WO,"AU, CA, CN, EP, HK, JP, KR, US, WO",US,2015,"WO2015EP61736, EP20150727920, KR20157020940, CN20158001435, JP20160524850, AU20150265954, CA20152950021, US201515309381, JP20170088293, CN201710794457, KR20187007061, HK20180110219, US202016892763, KR20217010677, KR20227015470","EP2015/061736, 15727920, 1020157020940, 2015800014350, 2016524850, 2015265954, 2950021, 15309381, 2017088293, 201710794457, 1020187007061, 18110219, 16892763, 1020217010677, 1020227015470",15,EP,1,3,N,A61F   2,Instruments,Medical technology,2,6,  ,"HISDAL, Jonny",75104942,23154904,,0,3,Inventor
53373417,WO2015061736W ,WO,"AU, CA, CN, EP, HK, JP, KR, US, WO",US,2015,"WO2015EP61736, EP20150727920, KR20157020940, CN20158001435, JP20160524850, AU20150265954, CA20152950021, US201515309381, JP20170088293, CN201710794457, KR20187007061, HK20180110219, US202016892763, KR20217010677, KR20227015470","EP2015/061736, 15727920, 1020157020940, 2015800014350, 2016524850, 2015265954, 2950021, 15309381, 2017088293, 201710794457, 1020187007061, 18110219, 16892763, 1020217010677, 1020227015470",15,EP,1,3,N,A61F   2,Instruments,Medical technology,2,6,  ,Jâ€§å¸Œæ–¯é”çˆ¾,75123898,34156727,,0,6,Inventor
53373417,WO2015061736W ,WO,"AU, CA, CN, EP, HK, JP, KR, US, WO",US,2015,"WO2015EP61736, EP20150727920, KR20157020940, CN20158001435, JP20160524850, AU20150265954, CA20152950021, US201515309381, JP20170088293, CN201710794457, KR20187007061, HK20180110219, US202016892763, KR20217010677, KR20227015470","EP2015/061736, 15727920, 1020157020940, 2015800014350, 2016524850, 2015265954, 2950021, 15309381, 2017088293, 201710794457, 1020187007061, 18110219, 16892763, 1020217010677, 1020227015470",15,EP,1,3,N,A61F   2,Instruments,Medical technology,1,3,  ,NOVAHEP AB,14993757,980976,COMPANY,1,0,Applicant
53373417,WO2015061736W ,WO,"AU, CA, CN, EP, HK, JP, KR, US, WO",US,2015,"WO2015EP61736, EP20150727920, KR20157020940, CN20158001435, JP20160524850, AU20150265954, CA20152950021, US201515309381, JP20170088293, CN201710794457, KR20187007061, HK20180110219, US202016892763, KR20217010677, KR20227015470","EP2015/061736, 15727920, 1020157020940, 2015800014350, 2016524850, 2015265954, 2950021, 15309381, 2017088293, 201710794457, 1020187007061, 18110219, 16892763, 1020217010677, 1020227015470",15,EP,1,3,N,A61F   2,Instruments,Medical technology,1,3,  ,"SUMITRAN-HOLGERSSON, SUCHITRA",33997982,826473,,0,1,Inventor
53373417,WO2015061736W ,WO,"AU, CA, CN, EP, HK, JP, KR, US, WO",US,2015,"WO2015EP61736, EP20150727920, KR20157020940, CN20158001435, JP20160524850, AU20150265954, CA20152950021, US201515309381, JP20170088293, CN201710794457, KR20187007061, HK20180110219, US202016892763, KR20217010677, KR20227015470","EP2015/061736, 15727920, 1020157020940, 2015800014350, 2016524850, 2015265954, 2950021, 15309381, 2017088293, 201710794457, 1020187007061, 18110219, 16892763, 1020217010677, 1020227015470",15,EP,1,3,N,A61F   2,Instruments,Medical technology,1,3,  ,SUMITRAN-HOLGERSSON SUCHITRA,37429427,826473,INDIVIDUAL,0,1,Inventor
53373417,WO2015061736W ,WO,"AU, CA, CN, EP, HK, JP, KR, US, WO",US,2015,"WO2015EP61736, EP20150727920, KR20157020940, CN20158001435, JP20160524850, AU20150265954, CA20152950021, US201515309381, JP20170088293, CN201710794457, KR20187007061, HK20180110219, US202016892763, KR20217010677, KR20227015470","EP2015/061736, 15727920, 1020157020940, 2015800014350, 2016524850, 2015265954, 2950021, 15309381, 2017088293, 201710794457, 1020187007061, 18110219, 16892763, 1020217010677, 1020227015470",15,EP,1,3,N,A61F   2,Instruments,Medical technology,1,3,NO,"Rosales, Antonio",51494565,174929,,0,1,Inventor
53373417,WO2015061736W ,WO,"AU, CA, CN, EP, HK, JP, KR, US, WO",US,2015,"WO2015EP61736, EP20150727920, KR20157020940, CN20158001435, JP20160524850, AU20150265954, CA20152950021, US201515309381, JP20170088293, CN201710794457, KR20187007061, HK20180110219, US202016892763, KR20217010677, KR20227015470","EP2015/061736, 15727920, 1020157020940, 2015800014350, 2016524850, 2015265954, 2950021, 15309381, 2017088293, 201710794457, 1020187007061, 18110219, 16892763, 1020217010677, 1020227015470",15,EP,1,3,N,A61F   2,Instruments,Medical technology,1,3,  ,"Hisdal, Jonny",53766758,33271110,,0,3,Inventor
